keyword,ws,wsk,superwsk,domains_count,domains_list,domains_top10_count,our_status,our_intent,our_cluster,min_competitor_pos,top_competitor_url,tier_freq,intent_marker,cluster_hint,multi_cluster,priority
сколько стоит спилить березу на участке цена,25,6,6,7,arbogarden.ru;arborist.su;arboristik.ru;drovosek-mo.ru;lesoruby.com;spilservis.ru;virubka-dereva.ru,3,not_planned,,,2,/tsenyi,НЧ,коммерческий,arboristika,False,B
сколько стоит завалить дерево,28,6,4,8,arbogarden.ru;arborist.su;arboristik.ru;drovosek-mo.ru;forest-service.ru;lesovod.su;spilservis.ru;virubka-dereva.ru,4,not_planned,,,1,/tsenyi,НЧ,коммерческий,arboristika,False,B
расчистка участка в московской области,17,6,6,4,arboristik.ru;forest-service.ru;lesovod.su;spilservis.ru,1,not_planned,,,8,/,НЧ,локальный,,False,B
формирование березы,224,6,6,3,arboristik.ru;lesoruby.com;spilservis.ru,2,not_planned,,,3,/blog/kak-pravilno-obrezat-berezu-i-formirovat-kronu,НЧ,общий,,False,B
услуги дробилки древесных отходов,8,6,6,4,arboristik.ru;drovosek-mo.ru;lesovod.su;virubka-dereva.ru,3,not_planned,,,5,/izmelchenie-vetok,НЧ,коммерческий,vyvoz-musora;arboristika,True,B
вывоз спиленных деревьев с участка бесплатно,11,6,6,3,arboristik.ru;drovosek-mo.ru;virubka-dereva.ru,1,not_planned,,,5,/raschistka-uchastka-ot-porosli-i-derevev/vyvoz-derevev-i-kornej,НЧ,коммерческий,vyvoz-musora;arboristika,True,B
спил древесины,1133,6,6,4,arbogarden.ru;arboristik.ru;lesovod.su;spilservis.ru,0,not_planned,,,12,/price,НЧ,коммерческий,arboristika,False,B
снос аварийных деревьев,199,6,6,3,arboristik.ru;lesoruby.com;spilservis.ru,2,not_planned,,,4,/tsenyi,НЧ,коммерческий,arboristika;demontazh-b2c,True,B
сколько стоит срубить дерево на участке,25,6,6,9,arbogarden.ru;arborist.su;arboristik.ru;demonti.ru;drovosek-mo.ru;forest-service.ru;rusarbo.ru;spilservis.ru;virubka-dereva.ru,3,not_planned,,,4,/tsenyi,НЧ,коммерческий,arboristika,False,B
очистка полей от кустарников и деревьев,13,6,6,3,arboristik.ru;lesovod.su;spilservis.ru,0,not_planned,,,18,/raschistka-uchastka-ot-derevev,НЧ,общий,arboristika,False,B
работы по расчистке территории удалению растительности,34,6,6,3,arborist.su;arboristik.ru;forest-service.ru,2,not_planned,,,8,/,НЧ,коммерческий,,False,B
сколько стоит почистить участок от деревьев и кустарников цена,8,6,6,4,arboristik.ru;drovosek-mo.ru;lesovod.su;virubka-dereva.ru,2,not_planned,,,7,/raschistka-uchastka-ot-derevev,НЧ,коммерческий,arboristika,False,B
какое дерево считается аварийным,104,6,6,4,arbogarden.ru;arboristik.ru;lesoruby.com;rusarbo.ru,1,not_planned,,,1,/stati/kak-opredelit-avarijnoe-derevo,НЧ,общий,arboristika,False,B
аренда измельчитель древесины,166,6,2,3,arboristik.ru;lesovod.su;virubka-dereva.ru,1,not_planned,,,6,/services/arenda-izmelchitelya-vetok-i-drevesiny,НЧ,общий,,False,B
дробление веток в щепу цена,34,6,6,4,arbogarden.ru;arboristik.ru;drovosek-mo.ru;rusarbo.ru,2,not_planned,,,8,/izmelchenie-vetok,НЧ,коммерческий,,False,B
разбор деревянного дома и вывоз мусора цена,6,6,6,3,arboristik.ru;demonti.ru;snos24.ru,0,not_planned,,,19,/demontazh-doma-iz-brusa,НЧ,коммерческий,vyvoz-musora;arboristika,True,B
расценка на вырубку кустарника,37,6,6,7,arbogarden.ru;arboristik.ru;drovosek-mo.ru;forest-service.ru;lesoruby.com;spilservis.ru;virubka-dereva.ru,1,not_planned,,,8,/tsenyi,НЧ,коммерческий,arboristika,False,B
убрать деревья на участке цена,9,6,6,8,arboristik.ru;demonti.ru;drovosek-mo.ru;forest-service.ru;lesoruby.com;lesovod.su;spilservis.ru;virubka-dereva.ru,3,not_planned,,,3,/udalenie-derevev-v-moskovskoi-oblasti,НЧ,коммерческий,arboristika,False,B
расчистка участков от деревьев и кустарников,517,6,6,5,arboristik.ru;drovosek-mo.ru;forest-service.ru;lesoruby.com;lesovod.su,0,not_planned,,,12,/raschistka-uchastka-ot-porosli-i-derevev,НЧ,общий,arboristika,False,B
сколько стоит снос деревянного дома с вывозом цена,7,6,4,3,arboristik.ru;demontazhmsk.ru;snos24.ru,0,not_planned,,,11,/,НЧ,коммерческий,vyvoz-musora;arboristika;demontazh-b2c,True,B
что такое валка деревьев,23,6,6,5,arbogarden.ru;arboristik.ru;drovosek-mo.ru;spilservis.ru;virubka-dereva.ru,1,not_planned,,,3,/advice/vyrubka/valka-derevev-v-gorodskikh-usloviyakh,НЧ,информационный,arboristika,False,B
спил деревьев реклама,50,6,3,4,arboristik.ru;lesoruby.com;lesovod.su;spilservis.ru,0,not_planned,,,16,/price,НЧ,коммерческий,arboristika,False,B
спилить дерево во дворе частного дома,20,6,6,3,arboristik.ru;drovosek-mo.ru;virubka-dereva.ru,0,not_planned,,,13,/tsenyi,НЧ,коммерческий,arboristika,False,B
услуги по вырубке деревьев,99,6,6,8,arborist.su;arboristik.ru;drovosek-mo.ru;forest-service.ru;lesoruby.com;lesovod.su;spilservis.ru;virubka-dereva.ru,4,not_planned,,,4,/price,НЧ,коммерческий,arboristika,False,B
убрать дерево с участка цена,15,6,6,7,arbogarden.ru;arborist.su;arboristik.ru;forest-service.ru;lesovod.su;spilservis.ru;virubka-dereva.ru,3,not_planned,,,5,/tsenyi,НЧ,коммерческий,arboristika,False,B
сколько стоит спилить деревья,2707,6,6,8,arbogarden.ru;arboristik.ru;demonti.ru;forest-service.ru;lesoruby.com;lesovod.su;spilservis.ru;virubka-dereva.ru,3,not_planned,,,4,/tsenyi,НЧ,коммерческий,arboristika,False,B
удаление пней пнедробилкой,10,6,6,5,arboristik.ru;drovosek-mo.ru;lesovod.su;spilservis.ru;virubka-dereva.ru,2,not_planned,,,5,/services/udalenie-pney/droblenie-pney,НЧ,коммерческий,,False,B
разбор и перевозка деревянного дома цена,6,6,6,3,arboristik.ru;demonti.ru;snos24.ru,0,not_planned,,,11,/razobrat-dom,НЧ,коммерческий,arboristika,False,B
снести дом цена с вывозом подмосковье,6,6,6,3,arboristik.ru;demonti.ru;snos24.ru,0,not_planned,,,17,/,НЧ,коммерческий+локальный,vyvoz-musora,False,B
нужен ли порубочный билет на кронирование деревьев,7,6,6,4,arbogarden.ru;arborist.su;lesoruby.com;virubka-dereva.ru,1,not_planned,,,8,/articles/zakon-o-samovolnom-kronirovanie-derevev-28-10-2016,НЧ,общий,arboristika,False,B
стоимость обрезки плодовых деревьев,30,6,6,4,arborist.su;drovosek-mo.ru;lesovod.su;rusarbo.ru,0,not_planned,,,15,/uslugi-sadovnika/obrezka-yablon-i-plodovykh-derevev,НЧ,коммерческий,arboristika,False,B
очистка участка от деревьев и кустарников,167,6,6,3,drovosek-mo.ru;forest-service.ru;lesoruby.com,1,not_planned,,,7,/,НЧ,общий,arboristika,False,B
спил деревьев в орле цены,7,6,6,3,arbogarden.ru;drovosek-mo.ru;spilservis.ru,0,not_planned,,,13,/price,НЧ,коммерческий,arboristika,False,B
спил дерева видео,136,6,6,3,arbogarden.ru;lesoruby.com;lesovod.su,0,not_planned,,,23,/services/spil-derevev,НЧ,коммерческий,arboristika,False,B
спилить дерево правильно,893,6,2,3,arbogarden.ru;lesoruby.com;virubka-dereva.ru,0,not_planned,,,16,/stati/valka-derevev-benzopiloj,НЧ,коммерческий,arboristika,False,B
сколько стоит снести старый дом и вывезти,76,6,2,4,demontazhmsk.ru;demonti.ru;snos24.ru;snosim.com,0,not_planned,,,15,/razobrat-dom,НЧ,коммерческий,,False,B
курсы арбористики,29,6,6,3,arbogarden.ru;rusarbo.ru;treeworkers.ru,0,not_planned,,,12,/obuchenie-i-sertifikatsiya-po-programme-european-tree-worker,НЧ,общий,arboristika,False,B
демонтаж старого фундамента,77,6,6,3,demonti.ru;snos24.ru;snosim.com,0,not_planned,,,14,/uslugi/demontazh-fundamenta,НЧ,общий,demontazh-b2c,False,B
уборка аварийных деревьев,134,5,5,4,arboristik.ru;drovosek-mo.ru;lesoruby.com;lesovod.su,0,not_planned,,,17,/uborka-dachnyh-uchastkov,НЧ,общий,arboristika,False,B
спил и обрезка деревьев,116,5,3,7,arborist.su;arboristik.ru;forest-service.ru;lesoruby.com;rusarbo.ru;spilservis.ru;virubka-dereva.ru,5,not_planned,,,2,/,НЧ,коммерческий,arboristika,False,B
расчистить участок от деревьев и кустарников цена за сотку,11,5,5,3,arboristik.ru;lesovod.su;spilservis.ru,1,not_planned,,,10,/raschistka-uchastka-ot-derevev,НЧ,коммерческий,arboristika,False,B
фрезерование пней,98,5,5,4,arboristik.ru;drovosek-mo.ru;lesovod.su;virubka-dereva.ru,2,not_planned,,,6,/udalenie-pnej/droblenie-izmelchenie-pnej,НЧ,общий,,False,B
дробление пней методом фрезерования,14,5,5,4,arborist.su;arboristik.ru;drovosek-mo.ru;virubka-dereva.ru,1,not_planned,,,9,/droblenie-pnej,НЧ,общий,,False,B
расценка корчевка пней,290,5,1,4,arboristik.ru;lesoruby.com;promalper.ru;spilservis.ru,1,not_planned,,,9,/korchevanie-pney,НЧ,коммерческий,arboristika,False,B
спилить дерево в москве,62,5,5,7,arbogarden.ru;arboristik.ru;forest-service.ru;lesoruby.com;lesovod.su;spilservis.ru;virubka-dereva.ru,3,not_planned,,,6,/,НЧ,коммерческий+локальный,arboristika,False,B
спил деревьев стоимость,211,5,5,7,arbogarden.ru;arboristik.ru;drovosek-mo.ru;forest-service.ru;lesovod.su;spilservis.ru;virubka-dereva.ru,3,not_planned,,,7,/price,НЧ,коммерческий,arboristika,False,B
обрезка деревьев с вертолета,5,5,5,3,arbogarden.ru;arboristik.ru;virubka-dereva.ru,0,not_planned,,,15,/price,НЧ,коммерческий,arboristika,False,B
вырубка поросли деревьев и кустарников расценка,5,5,5,6,arbogarden.ru;arborist.su;arboristik.ru;drovosek-mo.ru;rusarbo.ru;virubka-dereva.ru,2,not_planned,,,5,/raschistka-uchastka-ot-derevev,НЧ,коммерческий,arboristika,False,B
снос дачных домов,261,5,5,3,arboristik.ru;demonti.ru;snos24.ru,1,not_planned,,,9,/,НЧ,коммерческий,demontazh-b2c,False,B
слом дома и вывоз мусора,29,5,5,4,arboristik.ru;demontazhmsk.ru;demonti.ru;snos24.ru,0,not_planned,,,14,/,НЧ,коммерческий,vyvoz-musora,False,B
расчистка садового участка,119,5,3,5,arboristik.ru;drovosek-mo.ru;forest-service.ru;lesovod.su;spilservis.ru,1,not_planned,,,10,/uborka-dachnyh-uchastkov,НЧ,общий,,False,B
добрый дровосек спил деревьев,10,5,5,5,arboristik.ru;drovosek-mo.ru;lesoruby.com;lesovod.su;virubka-dereva.ru,1,not_planned,,,3,/,НЧ,коммерческий,arboristika,False,B
очистить участок от деревьев и кустарников цена московская область,5,5,5,4,arboristik.ru;drovosek-mo.ru;lesoruby.com;spilservis.ru,2,not_planned,,,6,/raschistka-uchastka-ot-porosli-i-derevev,НЧ,коммерческий+локальный,arboristika,False,B
спилить дерево цена московская область,47,5,5,7,arboristik.ru;drovosek-mo.ru;lesovod.su;rusarbo.ru;spilservis.ru;treeworkers.ru;virubka-dereva.ru,3,not_planned,,,6,/tsenyi,НЧ,коммерческий+локальный,arboristika,False,B
сколько стоит спилить большое дерево на участке в подмосковье,6,5,5,4,arboristik.ru;drovosek-mo.ru;spilservis.ru;virubka-dereva.ru,3,not_planned,,,2,/tsenyi,НЧ,коммерческий+локальный,arboristika,False,B
сколько стоит удалить дерево,87,5,5,8,arboristik.ru;drovosek-mo.ru;forest-service.ru;lesovod.su;rusarbo.ru;spilservis.ru;treeworkers.ru;virubka-dereva.ru,4,not_planned,,,2,/tsenyi,НЧ,коммерческий,arboristika,False,B
спилить дерево цена московская область на своем участке сколько стоит,5,5,5,7,arbogarden.ru;arboristik.ru;demonti.ru;drovosek-mo.ru;lesovod.su;spilservis.ru;virubka-dereva.ru,3,not_planned,,,2,/tsenyi,НЧ,коммерческий+локальный,arboristika,False,B
сколько стоит завалить дерево на участке цена,10,5,5,7,arborist.su;arboristik.ru;drovosek-mo.ru;forest-service.ru;lesovod.su;rusarbo.ru;spilservis.ru,2,not_planned,,,1,/tsenyi,НЧ,коммерческий,arboristika,False,B
сколько стоит спилить большое дерево на участке,16,5,5,8,arborist.su;arboristik.ru;demonti.ru;drovosek-mo.ru;lesovod.su;rusarbo.ru;spilservis.ru;virubka-dereva.ru,4,not_planned,,,1,/tsenyi,НЧ,коммерческий,arboristika,False,B
выкорчевывание пней на участке цена,15,5,5,6,arboristik.ru;drovosek-mo.ru;lesoruby.com;lesovod.su;promalper.ru;spilservis.ru,3,not_planned,,,7,/korchevanie-pney,НЧ,коммерческий,arboristika,False,B
расчистка участка от деревьев цена за сотку,126,5,5,4,arboristik.ru;lesoruby.com;lesovod.su;spilservis.ru,0,not_planned,,,14,/raschistka-uchastka-ot-derevev,НЧ,коммерческий,arboristika,False,B
сколько стоит срезать дерево на участке,5,5,5,6,arboristik.ru;drovosek-mo.ru;forest-service.ru;lesovod.su;spilservis.ru;virubka-dereva.ru,4,not_planned,,,3,/tsenyi,НЧ,коммерческий,arboristika,False,B
сколько стоит спилить березу на участке,36,5,5,7,arboristik.ru;drovosek-mo.ru;forest-service.ru;lesoruby.com;rusarbo.ru;spilservis.ru;virubka-dereva.ru,4,not_planned,,,3,/tsenyi,НЧ,коммерческий,arboristika,False,B
очистка участков от деревьев и кустарников цена,110,5,5,4,arboristik.ru;lesovod.su;promalper.ru;spilservis.ru,1,not_planned,,,9,/raschistka-uchastka-ot-derevev,НЧ,коммерческий,arboristika,False,B
корчеватель пней аренда,23,5,4,6,arborist.su;arboristik.ru;drovosek-mo.ru;lesovod.su;spilservis.ru;virubka-dereva.ru,2,not_planned,,,3,/services/udalenie-pney,НЧ,коммерческий,arboristika,False,B
профессиональная обрезка деревьев,396,5,4,5,arborist.su;drovosek-mo.ru;rusarbo.ru;spilservis.ru;treeworkers.ru,1,not_planned,,,10,/,НЧ,коммерческий,arboristika,False,B
как оформить порубочный билет в москве для юридических лиц,5,5,5,3,arborist.su;lesoruby.com;virubka-dereva.ru,0,not_planned,,,11,/advice/zakony/oformlenie-porubochnogo-bileta,НЧ,коммерческий+локальный,,False,B
срезанное дерево,3207,5,5,4,arborist.su;drovosek-mo.ru;spilservis.ru;virubka-dereva.ru,0,not_planned,,,35,/price,НЧ,общий,arboristika,False,B
кто выдает порубочный билет в москве,10,5,5,3,arborist.su;lesoruby.com;virubka-dereva.ru,1,not_planned,,,6,/services/oformlenie-dokumentatsii/oformlenie-porubochnogo-bileta,НЧ,локальный,,False,B
