word,ws,wsk,intent,pillar,single_domain
как уничтожить дерево незаметно не спиливая,54,3,info,other,liwood.ru
как уничтожить свежий пень,7,3,info,arboristika,liwood.ru
как формировать сливу осенью трехлетку,3,3,info,other,liwood.ru
какие деревья можно пилить без разрешения на своем участке в подмосковье,3,3,lead,other,liwood.ru
какое наказание за спил дерева,28,3,other,arboristika,liwood.ru
какой штраф за срубленное дерево около дома,4,3,other,other,liwood.ru
калькулятор вместимости шпули спиннинговой катушки,3,3,pricing,other,liwood.ru
калькулятор жидких обоев на комнату,95,3,pricing,other,liwood.ru
калькулятор затяжки болтов,49,3,pricing,other,liwood.ru
калькулятор расхода краски на автомобиль,3,3,pricing,other,liwood.ru
калькулятор расчета воска для свечи,25,3,pricing,other,liwood.ru
калькулятор расчета ткани на одежду,21,3,pricing,other,liwood.ru
калькулятор эпоксидной смолы для заливки картины,3,3,pricing,other,liwood.ru
