keyword,cluster,pillar,intent,freq_wordstat_total_msk_mo,freq_quotes_phrase,freq_exclam_exact,tematic_classifier,source
кронирование деревьев нормы и правила,localFALLBACK-WITHFREQ-20260425T151607Z:18,neuro-info,информационный,0,0,0,,jm
кронирование деревьев это что такое,localFALLBACK-WITHFREQ-20260425T151607Z:18,neuro-info,информационный,0,0,0,,keysso:liwood.ru;jm
крупногабаритный мусор кто должен вывозить из многоквартирных домов,localFALLBACK-WITHFREQ-20260425T151607Z:25,neuro-info,общий,0,0,0,,keysso:musor.moscow;jm
кто должен вывозить крупногабаритный мусор из многоквартирных домов,localFALLBACK-WITHFREQ-20260425T151607Z:25,neuro-info,общий,0,0,0,,keysso:musor.moscow;jm
кто отвечает за вывоз мусора в многоквартирном доме,localFALLBACK-WITHFREQ-20260425T151607Z:2,neuro-info,общий,0,0,0,,keysso:musor.moscow;jm
кто отвечает за спил деревьев на кладбище,localFALLBACK-WITHFREQ-20260425T151607Z:5,neuro-info,общий,0,0,0,,jm
куда звонить если упало дерево на дорогу,localFALLBACK-WITHFREQ-20260425T151607Z:3,neuro-info,информационный,0,0,0,,keysso:liwood.ru;jm
можно ли алычу обрезать летом,localFALLBACK-WITHFREQ-20260425T151607Z:58,neuro-info,общий,0,0,0,,keysso:liwood.ru;jm
можно ли выбрасывать строительный мусор в контейнер у дома по закону,localFALLBACK-WITHFREQ-20260425T151607Z:4,neuro-info,общий,0,0,0,,keysso:musor.moscow;jm
можно ли вырубать деревья на своем участке,localFALLBACK-WITHFREQ-20260425T151607Z:8,neuro-info,общий,0,0,0,,keysso:liwood.ru;jm
можно ли вырубать деревья на собственном участке,localFALLBACK-WITHFREQ-20260425T151607Z:3,neuro-info,общий,0,0,0,,keysso:liwood.ru;jm
можно ли кронировать березу,localFALLBACK-WITHFREQ-20260425T151607Z:18,neuro-info,общий,0,0,0,,keysso:liwood.ru;jm
можно ли на своем участке вырубать деревья,localFALLBACK-WITHFREQ-20260425T151607Z:8,neuro-info,общий,0,0,0,,keysso:liwood.ru;jm
можно ли на своем участке пилить деревья,localFALLBACK-WITHFREQ-20260425T151607Z:8,neuro-info,общий,0,0,0,,keysso:liwood.ru;jm
можно ли на своем участке рубить деревья,localFALLBACK-WITHFREQ-20260425T151607Z:8,neuro-info,общий,0,0,0,,keysso:liwood.ru;jm
можно ли на своем участке спиливать деревья,localFALLBACK-WITHFREQ-20260425T151607Z:8,neuro-info,общий,0,0,0,,keysso:liwood.ru;jm
можно ли на своем участке спиливать деревья без разрешения,localFALLBACK-WITHFREQ-20260425T151607Z:8,neuro-info,общий,0,0,0,,keysso:liwood.ru;jm
можно ли на своем участке спилить дерево,localFALLBACK-WITHFREQ-20260425T151607Z:8,neuro-info,общий,0,0,0,,keysso:liwood.ru;jm
можно ли на своем участке срубить дерево,localFALLBACK-WITHFREQ-20260425T151607Z:8,neuro-info,общий,0,0,0,,keysso:liwood.ru;jm
можно ли обрезать,localFALLBACK-WITHFREQ-20260425T151607Z:58,neuro-info,общий,0,0,0,,keysso:liwood.ru;jm
можно ли обрезать плодовые деревья зимой,localFALLBACK-WITHFREQ-20260425T151607Z:3,neuro-info,общий,0,0,0,,keysso:liwood.ru;jm
можно ли пилить деревья на своем участке,localFALLBACK-WITHFREQ-20260425T151607Z:8,neuro-info,общий,0,0,0,,keysso:liwood.ru;jm
можно ли пилить деревья на своем участке который в собственности,localFALLBACK-WITHFREQ-20260425T151607Z:8,neuro-info,общий,0,0,0,,keysso:liwood.ru;jm
можно ли рубить деревья на своем участке по закону,localFALLBACK-WITHFREQ-20260425T151607Z:8,neuro-info,общий,0,0,0,,keysso:liwood.ru;jm
можно ли сжигать мусор на участке,localFALLBACK-WITHFREQ-20260425T151607Z:149,neuro-info,общий,0,0,0,,keysso:musor.moscow;jm
можно ли складировать снег на газонах,localFALLBACK-WITHFREQ-20260425T151607Z:1,neuro-info,общий,0,0,0,,keysso:liwood.ru;jm
можно ли спиливать деревья на своем участке,localFALLBACK-WITHFREQ-20260425T151607Z:8,neuro-info,общий,0,0,0,,keysso:liwood.ru;jm
можно ли спиливать деревья на своем участке без разрешения,localFALLBACK-WITHFREQ-20260425T151607Z:8,neuro-info,общий,0,0,0,,keysso:liwood.ru;jm
можно ли спилить березу на своем участке,localFALLBACK-WITHFREQ-20260425T151607Z:8,neuro-info,общий,0,0,0,,keysso:liwood.ru;jm
можно ли спилить дерево на своем участке земли по закону,localFALLBACK-WITHFREQ-20260425T151607Z:8,neuro-info,общий,0,0,0,,keysso:liwood.ru;jm
можно ли спилить на своем участке дерево,localFALLBACK-WITHFREQ-20260425T151607Z:8,neuro-info,общий,0,0,0,,keysso:liwood.ru;jm
можно ли срубать деревья на своем участке который в собственности,localFALLBACK-WITHFREQ-20260425T151607Z:8,neuro-info,общий,0,0,0,,keysso:liwood.ru;jm
можно ли срубить дерево на своем участке,localFALLBACK-WITHFREQ-20260425T151607Z:8,neuro-info,общий,0,0,0,,keysso:liwood.ru;jm
можно ли срубить дерево на своем участке без разрешения,localFALLBACK-WITHFREQ-20260425T151607Z:8,neuro-info,общий,0,0,0,,keysso:liwood.ru;jm
мусор что такое,localFALLBACK-WITHFREQ-20260425T151607Z:153,neuro-info,информационный,0,0,0,,keysso:musor.moscow;jm
мусора почему,localFALLBACK-WITHFREQ-20260425T151607Z:154,neuro-info,информационный,0,0,0,,keysso:musor.moscow;jm
норматив очистки крыш,localFALLBACK-WITHFREQ-20260425T151607Z:60,neuro-info,информационный,0,0,0,,jm
норматив очистки крыш от снега,localFALLBACK-WITHFREQ-20260425T151607Z:1,neuro-info,информационный,0,0,0,,jm
нужно ли платить за вывоз мусора если в квартире никто не прописан,localFALLBACK-WITHFREQ-20260425T151607Z:2,neuro-info,общий,0,0,0,,keysso:musor.moscow;jm
нужно ли платить за вывоз мусора если никто не прописан в квартире,localFALLBACK-WITHFREQ-20260425T151607Z:2,neuro-info,общий,0,0,0,,keysso:musor.moscow;jm
нужно ли платить за вывоз мусора на даче если платишь в городе,localFALLBACK-WITHFREQ-20260425T151607Z:2,neuro-info,общий,0,0,0,,jm
нужно ли платить за мусор если в доме никто не прописан и не проживает,localFALLBACK-WITHFREQ-20260425T151607Z:97,neuro-info,общий,0,0,0,,keysso:musor.moscow;jm
нужно ли получать разрешение на спил дерева на собственном участке,localFALLBACK-WITHFREQ-20260425T151607Z:8,neuro-info,общий,0,0,0,,jm
нужно ли разрешение на снос сарая,localFALLBACK-WITHFREQ-20260425T151607Z:24,neuro-info,общий,0,0,0,,jm
обиход услуги,localFALLBACK-WITHFREQ-20260425T151607Z:165,neuro-info,общий,0,0,0,,jm
обрезка сливы весной когда и как правильно обрезать,localFALLBACK-WITHFREQ-20260425T151607Z:6,neuro-info,информационный,0,0,0,,keysso:liwood.ru;jm
омолаживающая обрезка деревьев нормы и правила,localFALLBACK-WITHFREQ-20260425T151607Z:47,neuro-info,информационный,0,0,0,,jm
ответственность за сосульки на балконе,localFALLBACK-WITHFREQ-20260425T151607Z:16,neuro-info,информационный,0,0,0,,jm
очистка крыш от снега нормы требования и ответственность,localFALLBACK-WITHFREQ-20260425T151607Z:1,neuro-info,информационный,0,0,0,,jm
покос травы как правильно написать,localFALLBACK-WITHFREQ-20260425T151607Z:23,neuro-info,информационный,0,0,0,,jm
порядок под ключ,localFALLBACK-WITHFREQ-20260425T151607Z:181,neuro-info,общий,0,0,0,,jm
почему мусора,localFALLBACK-WITHFREQ-20260425T151607Z:182,neuro-info,информационный,0,0,0,,keysso:musor.moscow;jm
правила обрезки деревьев,localFALLBACK-WITHFREQ-20260425T151607Z:6,neuro-info,информационный,0,0,0,,jm
правила обрезки деревьев в городе,localFALLBACK-WITHFREQ-20260425T151607Z:6,neuro-info,информационный,0,0,0,,jm
правила обрезки деревьев на придомовой территории,localFALLBACK-WITHFREQ-20260425T151607Z:6,neuro-info,информационный,0,0,0,,jm
правила обрезки плодовых деревьев,localFALLBACK-WITHFREQ-20260425T151607Z:6,neuro-info,информационный,0,0,0,,jm
правила обрезки плодовых деревьев весной схема для начинающих,localFALLBACK-WITHFREQ-20260425T151607Z:6,neuro-info,информационный,0,0,0,,jm
работа на высоте,localFALLBACK-WITHFREQ-20260425T151607Z:61,neuro-info,общий,0,0,0,,jm
работа на высоте группы 1 2 3 что это,localFALLBACK-WITHFREQ-20260425T151607Z:61,neuro-info,общий,0,0,0,,jm
работа на высоте обучение,localFALLBACK-WITHFREQ-20260425T151607Z:184,neuro-info,общий,0,0,0,,jm
работа на высоте от скольки метров,localFALLBACK-WITHFREQ-20260425T151607Z:185,neuro-info,общий,0,0,0,,jm
работа на высоте с какой высоты начинается,localFALLBACK-WITHFREQ-20260425T151607Z:100,neuro-info,общий,0,0,0,,jm
работа на высоте с какой высоты начинается 2025,localFALLBACK-WITHFREQ-20260425T151607Z:100,neuro-info,общий,0,0,0,,jm
работа на высоте удостоверение,localFALLBACK-WITHFREQ-20260425T151607Z:186,neuro-info,общий,0,0,0,,jm
работа на высоте это,localFALLBACK-WITHFREQ-20260425T151607Z:61,neuro-info,общий,0,0,0,,jm
работа на высоте это сколько метров,localFALLBACK-WITHFREQ-20260425T151607Z:61,neuro-info,общий,0,0,0,,jm
санитарная обрезка деревьев нормы и правила,localFALLBACK-WITHFREQ-20260425T151607Z:39,neuro-info,информационный,0,0,0,,jm
сколько стоит вывоз мусора,localFALLBACK-WITHFREQ-20260425T151607Z:2,neuro-info,информационный,0,0,0,,keysso:musor.moscow;jm
сколько стоит вывоз мусора в подмосковье в квартире,localFALLBACK-WITHFREQ-20260425T151607Z:2,neuro-info,информационный,0,0,0,,jm
сколько стоит вывоз мусора в подмосковье контейнер,localFALLBACK-WITHFREQ-20260425T151607Z:4,neuro-info,информационный,0,0,0,,jm
сколько стоит вывоз снега 1 куб,localFALLBACK-WITHFREQ-20260425T151607Z:1,neuro-info,информационный,0,0,0,,"keysso:liwood.ru,musor.moscow;jm"
сколько стоит вывоз строительного мусора в подмосковье,localFALLBACK-WITHFREQ-20260425T151607Z:17,neuro-info,информационный,0,0,0,,jm
сколько стоит выкорчевать деревья на участке,localFALLBACK-WITHFREQ-20260425T151607Z:3,neuro-info,информационный,0,0,0,,keysso:liwood.ru;jm
сколько стоит выровнять участок,localFALLBACK-WITHFREQ-20260425T151607Z:51,neuro-info,информационный,0,0,0,,keysso:liwood.ru;jm
сколько стоит демонтаж бани,localFALLBACK-WITHFREQ-20260425T151607Z:43,neuro-info,информационный,0,0,0,,jm
сколько стоит демонтаж гаража,localFALLBACK-WITHFREQ-20260425T151607Z:21,neuro-info,информационный,0,0,0,,jm
сколько стоит демонтаж деревянного дома с вывозом мусора,localFALLBACK-WITHFREQ-20260425T151607Z:9,neuro-info,информационный,0,0,0,,jm
сколько стоит демонтаж дома из кирпича,localFALLBACK-WITHFREQ-20260425T151607Z:14,neuro-info,информационный,0,0,0,,jm
сколько стоит демонтаж сарая,localFALLBACK-WITHFREQ-20260425T151607Z:24,neuro-info,информационный,0,0,0,,jm
сколько стоит ландшафтный дизайн участка,localFALLBACK-WITHFREQ-20260425T151607Z:99,neuro-info,информационный,0,0,0,,keysso:liwood.ru;jm
сколько стоит мусор с человека в частном доме,localFALLBACK-WITHFREQ-20260425T151607Z:194,neuro-info,информационный,0,0,0,,keysso:musor.moscow;jm
сколько стоит обрезка деревьев в подмосковье цена за штуку,localFALLBACK-WITHFREQ-20260425T151607Z:6,neuro-info,коммерческий,0,0,0,,jm
